Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Prediksi_Status,Skor_Risiko_Dropout
Single,43,5,8014,0,1,110.0,1,34,34,0,0,110.0,No,No,No,Yes,Male,No,37,No,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,95.55
Single,39,1,9003,1,1,133.1,1,19,37,9,7,110.0,Yes,No,No,Yes,Male,No,31,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,Dropout,95.28
Single,39,1,9003,1,1,133.1,1,1,19,4,10,145.8,No,No,No,Yes,Male,No,34,No,0,6,15,5,13.333333333333334,0,0,6,15,5,12.4,0,12.4,0.5,1.79,Graduate,Graduate,7.56
Single,1,6,171,1,1,126.0,1,10,10,4,4,130.2,Yes,No,No,Yes,Male,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Graduate,46.29
Single,1,1,9670,1,1,137.0,1,38,37,9,9,122.3,No,No,No,Yes,Male,Yes,18,No,0,6,7,6,13.571428571428571,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate,Graduate,1.67
Single,17,4,9070,1,1,117.0,1,1,1,3,3,125.4,Yes,No,No,Yes,Male,Yes,19,No,0,6,6,6,12.833333333333334,0,0,6,7,6,11.166666666666666,0,11.1,0.6,2.02,Graduate,Graduate,6.42
Single,43,1,9991,0,1,100.0,1,37,19,9,4,130.0,No,No,No,Yes,Male,No,40,No,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,Dropout,Dropout,76.3
Single,39,1,9130,1,1,120.0,1,1,38,9,9,150.0,No,No,No,Yes,Male,No,25,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,Dropout,97.75
Single,17,5,9119,1,1,126.0,1,38,38,5,9,116.9,Yes,No,Yes,Yes,Male,No,20,No,0,5,5,4,14.5,0,0,6,8,3,13.333333333333334,0,11.1,0.6,2.02,Dropout,Dropout,66.81
Single,17,1,9119,1,1,122.0,1,19,19,9,9,114.7,No,No,No,Yes,Male,No,20,No,0,5,6,5,15.8,0,0,5,8,5,13.714285714285714,0,11.1,0.6,2.02,Enrolled,Graduate,5.87
Single,39,1,9003,1,1,111.0,1,37,37,9,10,95.8,Yes,No,No,No,Male,No,43,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Dropout,99.52
Single,17,4,9119,1,1,139.0,1,37,19,9,4,133.1,Yes,No,No,Yes,Male,No,18,No,0,5,8,4,12.5,0,0,5,7,3,14.666666666666666,1,7.6,2.6,0.32,Enrolled,Enrolled,27.12
Single,43,1,9003,1,1,150.0,1,2,4,4,1,150.0,No,No,No,Yes,Male,No,35,No,16,18,22,18,11.666666666666666,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,Graduate,Graduate,14.09
Single,17,2,9991,0,1,116.0,1,37,19,9,4,118.5,No,No,No,Yes,Male,No,23,No,0,5,6,4,13.0,0,0,5,5,5,13.0,0,7.6,2.6,0.32,Graduate,Graduate,8.03
Single,17,1,9500,1,1,130.0,1,3,3,2,2,131.1,No,No,No,Yes,Male,No,19,No,0,7,8,7,12.12142857142857,0,0,9,12,8,11.50625,0,12.4,0.5,1.79,Graduate,Graduate,16.81
Single,53,1,9085,1,42,150.0,1,1,19,3,8,150.3,Yes,No,No,Yes,Male,Yes,21,No,7,11,15,9,14.22222222222222,0,4,9,15,7,13.75,0,8.9,1.4,3.51,Graduate,Graduate,1.52
Single,43,1,9670,1,1,132.0,1,3,19,4,8,120.5,No,No,No,Yes,Male,No,19,No,0,6,17,4,12.5,0,0,6,8,4,13.25,0,13.9,-0.3,0.79,Enrolled,Graduate,9.49
Single,18,1,9119,1,1,108.0,1,1,1,4,3,105.6,Yes,No,No,Yes,Male,No,20,No,0,5,7,5,12.166666666666666,0,0,5,7,5,15.285714285714286,0,12.4,0.5,1.79,Graduate,Graduate,9.24
Single,39,1,9670,1,1,133.1,1,19,19,3,3,125.3,No,Yes,No,Yes,Male,Yes,30,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,Dropout,91.83
Divorced,39,1,9254,1,1,120.0,1,37,19,9,9,131.0,Yes,No,No,Yes,Male,No,44,No,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate,Graduate,6.05
Single,18,1,9500,1,1,146.0,1,19,3,4,9,127.0,No,No,No,Yes,Male,No,19,No,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,12.7,3.7,-1.7,Graduate,Graduate,1.32
Single,44,1,9130,1,39,150.0,1,2,1,3,6,150.0,Yes,No,No,Yes,Male,No,22,No,11,18,32,12,12.857142857142858,1,8,12,15,10,14.3,0,16.2,0.3,-0.92,Graduate,Graduate,10.14
Single,1,1,9130,1,1,160.0,1,3,3,1,2,149.2,No,No,No,Yes,Male,No,18,No,0,5,7,4,14.0,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate,Graduate,7.32
Single,17,1,9670,1,1,125.0,1,37,37,9,9,121.5,Yes,No,No,Yes,Male,Yes,21,No,0,6,8,4,14.75,0,0,6,6,5,11.8,0,12.7,3.7,-1.7,Graduate,Graduate,12.47
Single,1,2,9085,1,1,125.0,1,37,19,90,90,137.3,No,No,No,Yes,Male,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,96.72
Single,17,4,9670,1,1,122.0,1,3,1,2,3,119.6,Yes,No,No,Yes,Male,No,18,No,0,6,8,6,13.625,0,0,6,7,6,14.285714285714286,0,11.1,0.6,2.02,Graduate,Graduate,7.25
Single,1,1,171,1,1,138.0,1,1,1,4,3,141.5,No,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,Graduate,8.28
Single,44,1,9003,1,39,150.0,1,1,38,6,6,150.0,Yes,No,No,Yes,Male,No,21,No,0,6,12,4,11.8,0,0,6,11,4,11.875,0,16.2,0.3,-0.92,Dropout,Enrolled,28.89
Single,39,1,9003,1,1,140.0,1,3,3,2,2,110.0,No,No,No,Yes,Male,No,31,No,0,6,8,6,15.125,0,0,6,10,6,14.6,0,16.2,0.3,-0.92,Graduate,Graduate,4.8
Single,17,5,9254,1,1,113.0,1,1,1,2,3,110.2,Yes,No,No,Yes,Male,No,21,No,0,6,10,4,11.5,0,0,6,10,2,10.5,0,9.4,-0.8,-3.12,Dropout,Dropout,79.53
Single,39,1,9119,1,1,139.0,1,19,19,9,7,110.3,No,No,Yes,Yes,Male,No,24,No,0,5,12,1,10.0,0,0,5,11,1,11.0,0,8.9,1.4,3.51,Enrolled,Enrolled,18.22
Single,42,1,9773,1,1,133.1,1,19,6,4,3,120.0,No,No,No,Yes,Male,No,27,No,0,4,8,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout,Dropout,87.42
Single,1,5,9147,1,1,118.0,1,19,19,9,9,114.2,Yes,No,No,Yes,Male,No,20,No,0,5,9,3,10.333333333333334,0,0,5,6,5,12.8,0,12.4,0.5,1.79,Graduate,Graduate,11.1
Single,44,1,9119,1,39,140.0,1,1,19,4,5,140.0,Yes,No,No,Yes,Male,No,22,No,0,5,9,0,0.0,0,0,5,6,2,11.666666666666666,0,10.8,1.4,1.74,Enrolled,Enrolled,33.46
Single,1,1,9003,1,1,144.0,1,19,19,9,9,132.8,No,No,No,Yes,Male,Yes,19,No,0,6,9,4,12.0,2,0,6,10,4,12.5,0,15.5,2.8,-4.06,Enrolled,Enrolled,12.38
Single,18,1,9773,1,1,125.0,1,1,1,4,7,121.5,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,13.833333333333334,0,0,6,6,6,14.5,0,8.9,1.4,3.51,Graduate,Graduate,6.08
Single,1,1,171,1,1,131.0,1,1,1,7,4,127.2,Yes,No,Yes,Yes,Male,No,23,No,13,17,19,13,12.153846153846152,0,10,17,28,11,11.909090909090908,1,11.1,0.6,2.02,Enrolled,Enrolled,26.31
Single,17,1,9130,1,1,131.0,1,12,12,2,8,128.2,Yes,No,No,Yes,Male,No,18,No,0,6,7,6,14.0,0,0,6,8,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,Graduate,2.09
Single,1,1,9773,1,1,140.0,1,3,2,4,6,133.4,Yes,No,No,No,Male,No,29,No,0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,Enrolled,Dropout,52.99
Single,39,1,9130,1,1,133.1,1,1,19,4,5,120.0,Yes,No,No,Yes,Male,No,29,No,0,5,11,1,18.0,2,0,5,10,3,13.333333333333334,2,10.8,1.4,1.74,Dropout,Dropout,76.79
Single,44,1,9003,1,1,140.0,1,1,1,4,5,140.0,No,No,No,Yes,Male,No,20,No,0,6,11,6,11.285714285714286,0,0,6,12,5,11.77777777777778,0,16.2,0.3,-0.92,Enrolled,Enrolled,10.58
Single,1,5,171,1,1,139.0,1,19,3,9,2,136.9,Yes,No,No,Yes,Male,Yes,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,Graduate,6.92
Single,17,3,171,1,1,125.0,1,3,39,2,5,117.0,Yes,Yes,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled,Enrolled,16.78
Single,1,2,9670,1,1,117.0,1,3,1,3,5,110.7,Yes,No,No,Yes,Male,No,20,No,0,6,10,5,14.0,0,0,6,10,6,12.0,0,11.1,0.6,2.02,Enrolled,Graduate,2.61
Single,39,1,9130,1,1,150.0,1,19,19,9,5,160.0,Yes,No,No,Yes,Male,No,24,No,0,5,13,4,13.75,1,0,5,9,3,12.0,0,9.4,-0.8,-3.12,Enrolled,Enrolled,9.92
Single,1,1,9670,1,1,95.0,1,37,37,5,8,95.0,No,No,No,No,Male,No,21,No,0,6,9,4,13.25,0,0,6,6,5,11.0,0,12.7,3.7,-1.7,Dropout,Dropout,98.23
Single,39,1,9147,1,1,150.0,1,37,1,7,3,148.8,No,No,No,Yes,Male,Yes,25,No,0,5,7,4,14.25,0,0,5,7,4,14.75,0,12.7,3.7,-1.7,Graduate,Graduate,4.2
Single,39,1,9147,1,1,120.0,1,37,37,9,9,110.0,No,No,No,No,Male,No,32,No,0,5,9,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,Dropout,99.04
Single,43,1,9991,0,1,136.0,1,3,4,2,2,133.9,No,No,No,No,Male,No,26,No,8,12,12,8,11.25,0,3,8,8,3,11.333333333333334,0,7.6,2.6,0.32,Dropout,Dropout,97.4
Single,1,1,9130,1,1,133.0,1,2,37,9,7,125.7,Yes,No,No,Yes,Male,Yes,18,No,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate,Graduate,0.72
Single,17,1,9254,1,1,125.0,1,1,19,4,7,116.6,No,No,No,Yes,Male,Yes,19,No,0,6,8,5,12.666666666666666,0,0,6,10,6,12.857142857142858,0,16.2,0.3,-0.92,Graduate,Graduate,1.6
Single,1,3,9070,1,1,127.0,1,19,38,5,7,141.0,Yes,No,No,Yes,Male,Yes,19,No,0,6,6,6,15.166666666666666,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate,Graduate,9.35
Single,7,1,9119,1,40,130.0,1,1,1,4,4,130.0,No,No,No,Yes,Male,No,27,No,4,6,6,6,13.166666666666666,0,2,5,7,5,15.142857142857142,0,11.1,0.6,2.02,Dropout,Dropout,49.97
Single,53,1,9003,1,1,130.0,1,19,1,9,9,130.0,No,No,Yes,Yes,Male,No,21,No,7,12,20,10,11.8,0,5,12,15,9,11.444444444444445,0,8.9,1.4,3.51,Enrolled,Enrolled,4.85
Single,17,1,9119,1,1,127.0,1,19,1,4,5,115.8,No,No,No,Yes,Male,No,20,No,0,5,10,4,11.5,0,0,5,11,0,0.0,0,13.9,-0.3,0.79,Enrolled,Enrolled,34.18
Single,44,1,9070,1,39,140.0,1,19,38,4,0,140.0,Yes,No,No,Yes,Male,No,21,No,0,6,6,6,14.5,0,0,6,8,6,11.333333333333334,0,12.4,0.5,1.79,Graduate,Graduate,3.42
Single,1,5,9773,1,1,125.0,1,37,3,5,2,126.1,Yes,No,No,Yes,Male,No,22,No,0,6,10,5,13.4,0,0,6,12,3,10.666666666666666,0,9.4,-0.8,-3.12,Enrolled,Enrolled,20.76
Single,1,1,171,1,1,135.0,1,1,38,5,7,137.5,Yes,No,Yes,No,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,Graduate,35.08
Single,17,4,9147,1,1,132.0,1,38,19,5,5,120.8,Yes,No,No,Yes,Male,Yes,18,No,0,5,8,4,10.8,0,0,5,10,2,12.5,0,11.1,0.6,2.02,Dropout,Dropout,59.37
Single,39,2,9238,1,1,110.0,1,19,1,5,5,136.5,No,No,No,Yes,Male,No,28,No,0,5,6,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,Dropout,Dropout,97.88
Married,39,1,9003,1,1,130.0,1,1,37,9,1,122.0,No,No,Yes,No,Male,No,25,No,3,10,23,6,11.428571428571429,0,2,7,15,4,12.0,1,15.5,2.8,-4.06,Dropout,Dropout,98.23
Single,43,1,9003,1,1,130.0,1,37,1,5,4,130.0,No,No,No,Yes,Male,No,25,No,8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,Dropout,Dropout,60.0
Single,1,1,9147,1,1,135.0,1,38,19,9,5,126.3,No,No,No,Yes,Male,No,18,No,0,5,11,2,13.5,0,0,5,11,3,12.333333333333334,0,8.9,1.4,3.51,Enrolled,Enrolled,7.61
Single,1,1,9254,1,1,133.1,1,4,19,4,5,98.0,No,No,No,Yes,Male,No,26,No,0,6,6,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout,Dropout,90.43
Single,17,3,9147,1,1,135.0,1,37,37,6,5,121.0,Yes,No,No,Yes,Male,Yes,18,No,0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,Graduate,Graduate,1.75
Single,43,1,9773,1,1,128.0,1,19,38,9,7,124.2,Yes,No,No,Yes,Male,No,22,No,0,6,17,3,11.333333333333334,3,0,6,14,3,12.333333333333334,0,15.5,2.8,-4.06,Enrolled,Enrolled,23.38
Single,39,1,9003,1,1,140.0,1,1,3,4,5,130.0,No,No,No,Yes,Male,No,25,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,Dropout,91.66
Single,1,2,9773,1,1,135.0,1,3,1,4,4,136.1,Yes,No,No,Yes,Male,No,19,No,0,6,9,5,11.4,0,0,6,13,5,12.4,0,8.9,1.4,3.51,Enrolled,Graduate,23.6
Single,17,2,9773,1,1,131.0,1,3,19,2,3,132.8,Yes,No,No,Yes,Male,No,19,No,0,6,7,6,14.428571428571429,0,0,6,7,6,14.571428571428571,0,13.9,-0.3,0.79,Graduate,Graduate,11.3
Single,17,1,9500,1,1,131.0,1,1,1,5,5,126.3,No,No,No,Yes,Male,No,19,No,0,7,9,7,12.492857142857144,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,Graduate,Graduate,9.64
Divorced,39,1,8014,0,19,100.0,1,1,37,9,1,111.5,No,No,No,Yes,Male,No,45,No,2,8,10,4,11.5,0,2,8,13,4,11.0,0,10.8,1.4,1.74,Dropout,Enrolled,17.04
Married,39,1,9991,0,1,140.0,1,37,37,9,9,118.2,No,No,No,Yes,Male,No,52,No,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,Graduate,Graduate,7.64
Single,1,1,9147,1,1,124.0,1,19,19,9,3,115.6,Yes,No,No,No,Male,No,20,No,0,5,9,3,12.0,1,0,5,7,3,11.0,0,9.4,-0.8,-3.12,Dropout,Dropout,95.96
Single,1,1,9500,1,1,130.0,1,38,37,5,10,117.8,Yes,No,No,Yes,Male,No,19,No,0,8,8,7,15.885714285714286,0,0,8,8,7,15.885714285714286,0,10.8,1.4,1.74,Graduate,Graduate,2.59
Single,1,1,9500,1,1,142.0,1,1,38,9,9,127.0,No,No,Yes,No,Male,No,21,No,0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,Dropout,Dropout,89.21
Married,39,1,8014,0,1,150.0,1,37,37,9,9,140.0,No,No,No,No,Male,No,35,No,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate,Graduate,15.9
Married,39,1,171,1,12,110.0,1,37,37,7,7,106.0,Yes,No,No,Yes,Male,No,36,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,Dropout,53.48
Divorced,39,1,9500,1,19,110.0,1,37,38,5,5,151.0,No,No,Yes,No,Male,No,47,No,0,7,7,0,0.0,7,0,8,8,0,0.0,8,15.5,2.8,-4.06,Dropout,Dropout,99.47
Single,18,1,9991,0,1,112.0,1,43,40,2,2,106.4,No,No,No,Yes,Male,No,22,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,Dropout,89.79
Married,39,1,9991,0,1,100.0,1,37,37,9,9,125.3,Yes,No,No,Yes,Male,No,41,No,0,5,8,4,11.25,0,0,5,8,3,11.0,1,7.6,2.6,0.32,Dropout,Dropout,50.51
Single,7,1,9119,1,3,130.0,1,34,34,90,90,130.0,No,No,No,Yes,Male,No,26,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout,Dropout,99.81
Married,39,1,8014,0,1,133.1,1,34,34,90,90,116.0,No,No,No,No,Female,No,51,No,0,6,13,4,11.25,0,0,6,12,0,0.0,1,10.8,1.4,1.74,Dropout,Dropout,99.93
Married,39,2,9991,0,1,150.0,1,37,37,9,9,120.0,No,No,No,Yes,Female,No,43,No,0,5,11,3,10.666666666666666,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,Enrolled,Enrolled,14.23
Married,39,2,8014,0,1,100.0,1,34,34,0,0,100.0,Yes,No,No,Yes,Female,No,41,No,0,6,9,5,11.8,0,1,6,10,3,10.666666666666666,1,7.6,2.6,0.32,Graduate,Dropout,57.47
Single,43,2,9147,1,1,130.0,1,34,37,9,9,118.5,Yes,No,No,Yes,Male,No,23,No,5,10,19,8,11.625,1,4,10,16,10,11.181818181818182,3,7.6,2.6,0.32,Graduate,Graduate,17.08
Single,43,2,9238,1,1,129.0,1,34,30,0,5,118.9,Yes,No,No,Yes,Male,No,22,No,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout,Dropout,96.5
Single,17,2,9070,1,1,127.0,1,37,37,9,9,119.3,Yes,Yes,No,Yes,Male,Yes,25,No,0,6,8,4,10.25,0,0,6,6,4,11.25,0,12.7,3.7,-1.7,Dropout,Dropout,42.53
Single,43,1,9991,0,1,140.0,1,37,37,9,9,135.8,Yes,No,No,Yes,Male,No,25,No,14,15,16,15,10.8,0,13,14,14,14,11.357142857142858,0,9.4,-0.8,-3.12,Graduate,Dropout,61.38
Single,53,1,171,1,42,130.0,1,1,19,9,9,130.0,Yes,No,No,No,Male,Yes,22,No,5,12,15,11,12.545454545454543,0,4,11,16,11,12.666666666666666,0,8.9,1.4,3.51,Graduate,Graduate,8.78
Single,39,1,9003,1,1,133.1,6,1,1,192,144,129.8,No,No,No,Yes,Male,No,24,Yes,0,7,7,7,13.571428571428571,0,0,6,9,5,13.4,0,8.9,1.4,3.51,Enrolled,Enrolled,4.23
Single,39,1,9085,1,2,140.0,1,38,38,9,10,150.0,No,No,No,Yes,Male,No,47,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,Dropout,97.84
Married,39,1,9991,0,19,133.1,1,37,37,5,5,111.9,Yes,No,No,Yes,Male,No,41,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,97.21
Single,39,1,9003,1,1,120.0,1,37,37,9,9,150.1,Yes,No,No,Yes,Male,No,43,No,0,6,9,6,14.77777777777778,0,0,6,11,5,12.2,0,13.9,-0.3,0.79,Graduate,Graduate,10.35
Single,39,1,9003,1,1,133.1,1,1,37,9,8,130.0,No,No,No,Yes,Male,No,29,No,0,3,4,0,0.0,0,0,4,8,0,0.0,0,16.2,0.3,-0.92,Dropout,Dropout,94.69
Single,39,2,9119,1,1,120.0,1,37,37,5,5,128.0,No,No,No,Yes,Male,No,30,No,0,2,2,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,96.15
Single,39,2,9147,1,38,133.1,1,19,38,9,9,102.5,No,No,No,No,Male,No,26,No,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Dropout,98.95
Single,39,2,9991,0,1,133.1,1,19,38,9,9,102.5,No,No,No,No,Male,No,27,No,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,Dropout,98.18
Married,39,2,9670,1,1,100.0,1,37,37,9,9,110.0,No,No,No,Yes,Male,Yes,36,No,0,5,5,5,11.4,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate,Graduate,3.08
Single,39,1,9003,1,19,133.1,1,1,19,4,10,114.0,No,No,No,Yes,Male,No,29,No,3,9,13,6,11.666666666666666,0,2,7,10,6,10.857142857142858,0,15.5,2.8,-4.06,Dropout,Enrolled,15.85
Single,42,1,9119,1,1,120.0,1,34,34,0,0,128.2,Yes,No,No,Yes,Male,No,35,No,6,10,12,7,11.285714285714286,0,2,8,8,5,13.0,0,9.4,-0.8,-3.12,Dropout,Dropout,88.27
Single,1,1,9773,1,1,128.0,1,38,38,6,3,116.5,No,No,No,Yes,Male,Yes,18,No,0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,Graduate,Graduate,7.35
Single,1,1,9991,0,1,172.0,1,38,37,9,9,149.3,No,No,No,Yes,Male,Yes,24,No,0,5,5,5,16.0,0,0,5,5,5,16.0,0,8.9,1.4,3.51,Graduate,Graduate,2.8
Single,1,3,9773,1,1,146.0,1,38,38,9,7,134.1,Yes,No,No,Yes,Male,Yes,18,No,0,6,6,6,12.5,0,0,6,7,6,12.666666666666666,0,10.8,1.4,1.74,Dropout,Graduate,26.01
Single,17,4,9119,1,1,135.0,1,38,37,5,7,126.6,Yes,No,No,Yes,Male,No,18,No,0,5,7,4,12.0,0,0,5,10,3,13.0,3,7.6,2.6,0.32,Enrolled,Enrolled,36.13
Married,43,1,9085,1,1,160.0,1,37,37,9,7,120.0,No,No,No,Yes,Male,No,21,No,0,5,11,0,0.0,2,0,5,11,3,11.666666666666666,1,9.4,-0.8,-3.12,Enrolled,Enrolled,11.88
Single,42,1,9119,1,1,150.0,1,38,37,5,8,133.5,Yes,No,No,Yes,Male,No,21,No,0,5,10,5,13.0,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,Graduate,Graduate,6.48
Single,39,1,9003,1,1,130.0,1,1,3,2,6,110.0,No,No,No,Yes,Male,No,32,No,8,18,27,13,13.714285714285714,1,7,12,18,12,12.083333333333334,0,15.5,2.8,-4.06,Graduate,Graduate,7.05
Single,1,4,9119,1,1,111.0,1,37,37,9,5,107.5,Yes,No,No,Yes,Male,Yes,22,No,0,5,9,3,12.333333333333334,0,0,6,14,3,12.5,0,11.1,0.6,2.02,Dropout,Dropout,64.81
Single,7,1,9003,1,3,130.0,1,1,38,9,7,130.0,Yes,No,No,No,Male,No,32,No,11,17,31,11,12.727272727272728,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,Dropout,Dropout,98.03
Single,43,1,9670,1,6,170.0,1,34,34,0,0,111.6,No,No,No,Yes,Male,No,35,No,1,5,5,1,14.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,Dropout,95.86
Single,18,3,9147,1,1,133.1,1,1,38,4,7,101.0,Yes,No,No,No,Male,No,23,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,Dropout,87.49
Single,39,1,8014,0,1,100.0,1,37,37,6,6,108.3,No,No,No,Yes,Male,No,39,No,0,6,8,5,11.4,0,1,6,12,3,11.0,1,7.6,2.6,0.32,Enrolled,Enrolled,14.93
Married,43,1,9670,1,1,120.0,1,34,34,0,0,128.2,No,No,No,Yes,Male,No,35,No,0,5,5,0,0.0,0,0,5,5,1,10.0,0,9.4,-0.8,-3.12,Dropout,Dropout,97.64
Married,39,1,9003,1,3,110.0,1,3,19,4,6,150.0,No,No,No,Yes,Male,No,32,No,0,6,8,6,18.875,0,6,12,14,12,17.692307692307693,0,16.2,0.3,-0.92,Graduate,Graduate,5.85
Single,1,1,9853,1,1,133.1,1,34,34,0,0,142.8,No,No,No,Yes,Male,No,20,No,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,99.61
Single,39,1,9500,1,1,120.0,1,37,37,9,9,100.0,No,No,No,Yes,Male,No,34,No,0,7,15,6,11.333333333333334,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,Enrolled,Enrolled,33.03
Single,7,1,9991,0,40,150.0,1,37,37,6,6,150.0,Yes,No,No,Yes,Male,No,44,No,3,7,9,7,13.5,0,0,5,6,5,16.2,0,8.9,1.4,3.51,Dropout,Graduate,4.7
Married,39,1,9254,1,19,133.1,1,37,19,9,10,156.5,No,No,No,Yes,Male,No,53,No,7,11,12,2,15.0,7,4,9,10,3,10.0,4,16.2,0.3,-0.92,Graduate,Graduate,16.51
Single,39,1,9119,1,19,120.0,1,37,37,9,4,98.6,No,No,Yes,No,Male,No,28,No,0,5,10,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,Dropout,Dropout,97.78
Single,7,1,9991,0,3,130.0,1,37,37,9,9,130.0,No,No,No,Yes,Male,No,31,No,9,9,9,9,14.22222222222222,0,5,5,5,5,12.8,0,12.7,3.7,-1.7,Dropout,Dropout,62.39
Single,1,1,171,1,1,130.0,1,1,38,5,9,118.1,No,No,Yes,No,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,Dropout,52.81
Single,39,1,9003,1,1,100.0,1,1,3,9,10,120.0,No,No,Yes,No,Male,No,44,No,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,Dropout,Dropout,99.76
Single,1,1,9085,1,1,142.0,1,1,1,9,9,127.7,Yes,No,No,Yes,Male,No,19,No,0,5,9,5,12.6,1,0,5,8,4,12.0,0,12.7,3.7,-1.7,Graduate,Graduate,7.21
Single,15,1,171,1,1,130.0,26,1,1,2,9,130.0,No,No,No,Yes,Male,No,21,Yes,6,12,12,12,15.083333333333334,0,4,11,15,11,13.083333333333334,0,8.9,1.4,3.51,Enrolled,Graduate,0.56
